time,mean number of programs,standard deviation
0.01,1166.8385365993247,204.69691924032165
0.010046204213468126,1172.5039959024812,205.98020084283218
0.010092621909870474,1177.9711158029404,207.0260551770131
0.010139254075588154,1184.038015956754,207.50074902753659
0.010186101701559758,1189.1383946339188,207.7630409798871
0.01023316578330245,1195.069527871639,209.28229309278134
0.010280447320933092,1201.7733363425868,210.68918491641844
0.010327947319189514,1207.884716368751,211.64151979745137
0.01037566678745186,1213.8909317945618,212.40539061591366
0.010423606739764018,1219.7995731810129,213.33550075519503
0.010471768194855203,1226.2523002320813,214.5536319339808
0.010520152176161585,1232.707162348157,215.47543944354328
0.01056875971184804,1239.1336014799058,216.3021258882667
0.010617591834830001,1245.1505366188308,217.03587060737493
0.010666649582795394,1251.0402425560724,217.8644211576475
0.010715933998226712,1256.2922405918007,217.96399871141864
0.010765446128423154,1261.6180110948492,218.4688576294447
0.010815187025522881,1266.8633544372115,218.79500881468294
0.010865157746525383,1273.7453362393649,219.5046331903781
0.010915359353313916,1279.7464407805742,220.33259440001447
0.010965792912678098,1284.6971443138573,220.92767451310795
0.011016459496336563,1290.92114460867,221.02347168573735
0.011067360180959733,1296.3215848035,221.5329519482166
0.01111849604819271,1301.7591045551362,222.1021830585632
0.011169868184678232,1307.246216909767,222.2868677839617
0.011221477682079803,1312.0506284320195,222.28244182069932
0.011273325637104866,1317.7208416447502,223.09199837539518
0.011325413151528114,1322.2025751592494,224.36304599452927
0.011377741332214914,1329.295733910792,225.1475570985
0.011430311291144793,1334.9739191502122,225.79339180091048
0.011483124145435111,1340.3042381872522,226.27392052979118
0.01153618101736478,1346.3226952095008,227.24886518776097
0.011589483034398105,1352.665322735737,228.17655795675293
0.011643031329208768,1360.0368379844406,229.20254096423102
0.011696827039703853,1366.5449639821052,229.3531041392096
0.011750871309048075,1372.414288307359,230.37548438391713
0.011805165285688049,1379.3466255953037,231.836202688576
0.011859710123376693,1386.0254137765526,232.70843819641667
0.01191450698119776,1392.8663289467545,232.88001594073114
0.011969557023590434,1398.6121777633293,232.97033068145726
0.012024861420374122,1403.6087166740633,234.39319746382617
0.012080421346773283,1410.125920361661,235.27139500815355
0.012136237983442405,1417.302707866994,236.62439198097286
0.012192312516491107,1424.7105676471788,237.12282982550147
0.012248646137509313,1431.050551706789,238.2072263498162
0.012305240043592616,1437.000888652752,239.4424848838708
0.012362095437367685,1443.8502888586065,241.3779846345386
0.01241921352701784,1449.6111052596675,244.03335208055978
0.012476595526308698,1455.0375771548256,245.72180760802578
0.012534242654614001,1462.646615166081,247.6850252876425
0.012592156136941509,1470.2469901487755,249.42861781915005
0.012650337203959031,1477.7288291551881,251.03204843581497
0.012708787092020588,1485.0513875354654,251.87370406226492
0.012767507043192657,1492.8179786761234,253.30898866959524
0.012826498305280605,1500.0568965273758,255.2952932180989
0.01288576213185518,1507.787016330659,256.6029080867077
0.012945299782279153,1514.484125989795,258.2471013846267
0.013005112521734093,1521.5703214059727,259.44861597426654
0.013065201621247212,1529.0309154700685,261.9174560219188
0.013125568357718434,1537.0309897438206,262.2742208972819
0.013186214013947485,1543.7041978831596,263.3964256736699
0.013247139878661168,1550.4213031435993,265.0102731120056
0.013308347246540755,1557.1016709122352,267.3895741229174
0.013369837418249465,1564.4614268281828,268.62814000106783
0.01343161170046016,1570.7507752710528,269.95049899325454
0.013493671405883065,1575.5806242854653,270.04634490906574
0.013556017853293682,1581.7661948240125,270.25755450903836
0.01361865236756082,1588.9257262675571,270.2204598530613
0.013681576279674718,1596.307809650979,271.386250976476
0.013744790926775373,1604.485359668837,273.30603294368257
0.013808297652180923,1611.8559181215107,273.7582808711985
0.013872097805416202,1619.3512613174073,274.06798466670386
0.013936192742241428,1626.0986371073236,275.3412680023703
0.014000583824680975,1634.0144297046686,276.95641225322225
0.01406527242105237,1641.8707316810767,278.85254185925777
0.014130259905995337,1648.692552950465,280.61592591338865
0.014195547660501016,1656.5431170037402,281.3721580227065
0.01426113707194129,1663.2723124603478,282.69292688578565
0.014327029534098309,1670.9240540293372,283.8465694589478
0.014393226447194072,1679.0058004215448,285.4031239775158
0.014459729217920195,1686.2086762769613,285.87417540279824
0.014526539259467812,1691.6651436109046,286.69116374538646
0.01459365799155757,1698.7740114284527,287.0818771085412
0.014661086840469845,1706.554387383279,288.8719285226506
0.014728827239075025,1714.892663979795,289.73026934169803
0.014796880626863964,1722.1826431797658,291.332138192064
0.014865248449978571,1729.1135948190738,292.44831065168665
0.014933932161242525,1736.167552679329,294.70423968813213
0.015002933220192183,1743.4526629443947,296.90294586470657
0.015072253093107562,1751.0528573785518,298.0285343717606
0.01514189325304352,1758.1076209314147,297.46168761548427
0.015211855179861048,1764.303005116238,298.45444277594163
0.015282140360258701,1771.449010809071,299.66384856780195
0.015352750287804227,1778.3447367938563,302.3705665265247
0.015423686462966282,1785.4919599592024,304.28859437634713
0.015494950393146316,1793.531399899041,305.1378823454363
0.01556654359271062,1802.2032493514093,306.2823079275806
0.01563846758302247,1809.3088702602315,306.87882883720624
0.015710723892474503,1817.2652267185981,307.4262209947271
