time,mean number of programs,standard deviation
0.01,619.1735384122652,42.978370491678675
0.010046204213468126,622.0160530438492,43.27346397068761
0.010092621909870474,624.9019466396118,43.43747411913374
0.010139254075588154,627.8147126369056,43.954885435036545
0.010186101701559758,631.0827970660318,44.004357165752396
0.01023316578330245,634.1352437260823,44.21911208170269
0.010280447320933092,637.3948758127475,44.369164776730344
0.010327947319189514,640.9646583668251,44.471278542816044
0.01037566678745186,644.1171363763231,44.51807051983581
0.010423606739764018,647.5771877395393,45.05903314930528
0.010471768194855203,650.7876327391599,45.43535347695072
0.010520152176161585,654.1426636343501,45.88121102134638
0.01056875971184804,657.6145149950951,45.87238850867922
0.010617591834830001,661.166843651827,45.7970935856535
0.010666649582795394,664.3309298916176,46.14481893694237
0.010715933998226712,667.5407784641714,46.20666273761886
0.010765446128423154,670.9177932174425,46.17533971384722
0.010815187025522881,673.9601682504326,45.601125274385126
0.010865157746525383,677.4337295540078,45.156373124056735
0.010915359353313916,680.62101477257,45.03786542561854
0.010965792912678098,684.2045978477183,45.14628004937808
0.011016459496336563,687.8405282390784,44.993769729242025
0.011067360180959733,691.5947448204729,45.11258046629518
0.01111849604819271,695.0306225622942,44.73642247939651
0.011169868184678232,698.8858338639487,44.88880607494753
0.011221477682079803,702.5071152623054,45.12610318413137
0.011273325637104866,705.9578213481258,45.21215988786497
0.011325413151528114,709.6017229826823,45.31859171397453
0.011377741332214914,713.0528787011965,45.28749770850451
0.011430311291144793,716.2888573459265,44.84497834376483
0.011483124145435111,719.3995528089083,44.82914498097547
0.01153618101736478,723.3317076692581,44.5846004217821
0.011589483034398105,726.9115633572776,44.3705812830388
0.011643031329208768,730.1520098128663,44.712142236027056
0.011696827039703853,733.1410622517764,45.27523349301554
0.011750871309048075,736.2910419262599,45.4954043898703
0.011805165285688049,740.1679155164924,45.07371021737367
0.011859710123376693,743.9556834602041,45.6565831113679
0.01191450698119776,747.6269957072138,46.13555337103014
0.011969557023590434,751.2611672829864,45.81358796289465
0.012024861420374122,755.5037307556665,45.56291273930542
0.012080421346773283,759.320116353427,45.17868648728694
0.012136237983442405,763.2900096776906,44.62262555752209
0.012192312516491107,767.3759949283625,44.22512107490981
0.012248646137509313,771.1482686110292,44.92043674327027
0.012305240043592616,775.1176293228222,45.429693427181135
0.012362095437367685,778.1426590745527,46.0615491464962
0.01241921352701784,781.6244328532187,47.07429962863298
0.012476595526308698,784.9221126239748,47.89770135607945
0.012534242654614001,789.1868886233138,47.61579033598478
0.012592156136941509,793.4656454488386,47.445893199778446
0.012650337203959031,796.8903639189687,47.33238672920608
0.012708787092020588,800.1563753249718,47.20899632885316
0.012767507043192657,803.9633379062893,47.25445128435947
0.012826498305280605,807.8152726114904,47.731349839365635
0.01288576213185518,812.1023229064043,47.40333314452873
0.012945299782279153,816.5916567927386,47.453396554017445
0.013005112521734093,821.1633701859153,47.6051013275312
0.013065201621247212,825.5242392191361,47.60702722369983
0.013125568357718434,829.3400617205522,47.791608713622345
0.013186214013947485,832.6557630823594,46.84661605148598
0.013247139878661168,837.0444625183557,46.808881650218204
0.013308347246540755,841.5998387269852,47.00678589952105
0.013369837418249465,845.6346478617637,47.126259588789736
0.01343161170046016,849.7183639302457,48.257629379852844
